id,age,gender,income_category,children_at_home
89758,55,F,medium,1.0
91083,58,M,medium,0.0
97667,48,M,medium,0.0
98497,25,F,low,0.0
98906,68,M,medium,0.0
2427,29,M,low,0.0
5681,65,M,medium,0.0
6102,40,F,low,1.0
7574,50,F,low,1.0
9887,34,M,low,1.0
14344,48,M,medium,1.0
16321,37,M,low,1.0
19862,53,M,medium,1.0
23533,64,F,high,0.0
27671,36,M,low,1.0
33287,32,F,low,0.0
42041,62,M,high,1.0
45281,62,F,high,1.0
47186,59,F,high,1.0
54200,20,M,low,0.0
61203,28,F,low,0.0
77754,17,F,low,0.0
80013,20,F,low,0.0
80567,50,F,low,1.0
87257,54,F,medium,1.0
90452,64,M,high,0.0
97408,44,M,low,1.0
5425,36,F,low,1.0
11425,67,M,high,0.0
15889,55,M,medium,1.0
25179,41,M,low,1.0
29735,25,M,low,0.0
33662,15,M,,0.0
47795,33,F,low,0.0
48806,56,M,medium,1.0
57155,66,M,medium,0.0
60767,35,F,medium,1.0
68853,48,M,low,1.0
69602,60,F,medium,1.0
83480,20,F,low,0.0
86512,50,M,low,1.0
88709,41,F,medium,1.0
89473,43,M,low,1.0
90372,22,M,medium,0.0
90706,25,F,low,0.0
94224,52,F,high,0.0
194,47,F,low,1.0
4088,30,F,low,0.0
4824,54,M,high,1.0
5668,60,M,medium,1.0
7308,59,M,medium,1.0
11558,63,M,high,0.0
13291,24,M,low,0.0
15245,70,M,low,0.0
15928,51,F,medium,1.0
18788,20,F,low,0.0
19222,26,F,low,0.0
22983,34,M,medium,1.0
31176,35,F,medium,1.0
31430,31,M,low,0.0
36261,23,F,low,0.0
37252,41,M,low,1.0
38994,32,F,low,0.0
42025,17,F,low,0.0
46064,57,M,high,1.0
51172,16,M,low,0.0
53541,50,M,medium,1.0
53971,28,M,low,0.0
55068,35,M,low,1.0
57973,44,F,low,1.0
59230,49,F,medium,1.0
64503,50,F,low,1.0
66277,20,M,low,0.0
67065,31,F,low,0.0
67936,34,F,low,1.0
68946,55,M,high,1.0
73291,36,F,medium,0.0
75816,66,F,low,0.0
77583,36,F,low,0.0
79325,22,M,low,0.0
90944,50,M,low,1.0
91054,58,M,medium,1.0
91329,44,F,low,1.0
92283,14,M,,0.0
94620,60,F,medium,1.0
95421,22,F,low,0.0
98340,37,M,low,0.0
98790,68,F,medium,0.0
99632,24,M,medium,0.0
1892,68,M,high,0.0
2928,37,F,low,1.0
4900,68,F,medium,0.0
5790,41,M,low,0.0
10222,40,F,low,0.0
11851,56,M,medium,1.0
14276,28,M,low,1.0
23588,39,M,low,0.0
27332,46,F,medium,1.0
28454,68,F,high,0.0
29597,68,F,low,0.0
45835,51,M,medium,1.0
48940,16,F,low,0.0
49074,14,F,,0.0
51886,68,F,high,0.0
52352,47,M,medium,1.0
52726,35,F,low,1.0
57801,27,M,low,0.0
65525,31,F,low,0.0
65926,52,M,high,1.0
66759,48,M,low,1.0
68787,50,F,low,1.0
71059,40,M,low,1.0
71127,62,F,high,1.0
71241,64,M,high,0.0
71263,59,M,medium,1.0
71664,61,F,medium,1.0
72812,53,F,medium,1.0
74136,60,M,medium,1.0
74420,49,M,medium,1.0
75272,65,M,high,0.0
81133,55,M,medium,1.0
82167,30,F,low,0.0
83565,48,F,low,1.0
84016,56,M,medium,1.0
84960,43,M,low,1.0
85249,24,F,low,1.0
85289,19,F,low,0.0
87174,12,M,,0.0
87977,23,M,medium,1.0
88885,68,F,medium,0.0
92884,69,F,low,0.0
93066,40,F,low,1.0
93740,40,M,low,1.0
94341,56,F,medium,1.0
94903,17,M,medium,0.0
97959,33,F,low,0.0
891,26,M,low,0.0
998,14,F,,0.0
2841,38,M,medium,1.0
8299,28,M,low,0.0
9503,54,M,medium,0.0
14359,67,F,high,0.0
16117,42,M,low,1.0
16229,50,M,low,1.0
19667,37,F,low,0.0
22574,16,M,low,0.0
23190,43,F,medium,1.0
26572,64,M,high,0.0
32944,18,M,low,0.0
33082,62,M,high,1.0
33866,59,F,high,1.0
36460,52,M,medium,1.0
39451,67,F,medium,0.0
42168,40,F,low,1.0
43532,39,M,medium,1.0
45062,55,M,medium,1.0
49717,20,F,medium,0.0
52981,33,M,medium,0.0
56369,40,M,low,1.0
61833,17,M,low,0.0
62650,31,M,low,1.0
63605,44,F,low,1.0
69855,69,F,medium,0.0
71806,46,M,low,1.0
75748,24,F,medium,0.0
76518,61,M,high,1.0
78248,16,M,low,0.0
79127,49,M,low,1.0
90774,24,M,low,0.0
92335,52,M,medium,1.0
95187,39,F,low,1.0
95444,32,M,low,1.0
6810,13,F,,0.0
48933,22,M,low,0.0
64757,55,F,high,1.0
67543,62,F,medium,1.0
69174,21,M,low,0.0
71866,12,M,,0.0
79623,69,F,medium,0.0
87680,36,F,low,1.0
3294,63,F,high,0.0
6608,23,M,low,1.0
8045,44,M,low,1.0
10001,39,M,medium,0.0
19355,61,F,high,1.0
24249,63,M,high,0.0
24879,16,F,low,0.0
27668,58,F,high,1.0
29124,60,M,high,1.0
35835,22,F,low,0.0
40141,37,M,low,0.0
48977,51,F,high,1.0
53710,37,F,low,0.0
54424,65,M,high,0.0
55458,56,M,medium,1.0
58007,31,M,low,0.0
64390,13,M,,0.0
64427,47,M,low,1.0
65067,26,M,low,0.0
71985,15,M,,0.0
72481,27,M,low,0.0
76053,43,F,medium,1.0
77086,23,F,low,0.0
77322,50,F,low,1.0
77456,45,F,low,1.0
78209,25,M,low,1.0
78728,62,M,high,1.0
93530,34,M,low,0.0
96394,33,M,medium,0.0
96731,24,F,low,0.0
96738,38,F,low,1.0
99477,32,M,medium,1.0
3679,69,F,low,0.0
25644,36,F,low,1.0
30353,65,M,high,0.0
33062,34,F,low,1.0
35624,54,F,high,1.0
38088,59,F,medium,1.0
42495,15,M,,0.0
46288,35,M,low,1.0
49483,28,M,medium,0.0
51185,65,F,high,0.0
51325,60,F,high,1.0
51933,23,M,low,0.0
67730,69,M,high,0.0
69894,55,M,high,1.0
73090,34,M,low,0.0
77008,53,M,high,1.0
79529,52,F,high,1.0
79804,60,M,high,1.0
96132,49,F,medium,1.0
5260,28,F,low,0.0
12464,17,M,low,0.0
12479,37,F,low,1.0
21071,37,F,low,1.0
22202,30,M,low,1.0
28790,21,M,low,0.0
30413,17,F,medium,0.0
36420,65,M,high,0.0
41049,49,M,low,1.0
44756,12,F,,0.0
69539,44,M,low,1.0
76413,37,F,low,1.0
88648,30,F,low,0.0
89847,24,F,low,0.0
92426,18,F,low,0.0
43166,40,F,medium,0.0
49382,59,M,high,1.0
52672,56,M,high,1.0
53256,37,M,low,0.0
55692,24,M,low,0.0
56151,63,F,medium,0.0
58342,63,M,high,0.0
64535,54,M,medium,1.0
68922,45,F,low,1.0
81274,67,F,low,0.0
85754,28,F,low,0.0
88797,19,F,low,1.0
89994,51,M,medium,1.0
91134,50,M,low,1.0
99075,18,M,low,0.0
173,23,F,low,0.0
757,41,F,low,1.0
3385,45,M,low,1.0
7227,35,F,low,0.0
8162,12,F,,0.0
9374,15,M,,0.0
9917,13,F,,0.0
11173,20,M,low,0.0
11360,16,F,low,0.0
18307,52,M,medium,1.0
20953,41,F,low,1.0
22676,20,F,low,0.0
26278,44,M,medium,1.0
26365,17,F,low,0.0
26505,36,F,low,0.0
37509,16,F,low,0.0
40142,13,F,,0.0
50628,28,F,low,0.0
51126,34,M,low,1.0
55484,28,F,low,1.0
61325,25,M,low,0.0
64553,49,F,low,1.0
73357,15,F,,0.0
75807,64,F,high,0.0
77637,24,M,low,1.0
82056,27,F,low,0.0
83192,36,F,low,1.0
88834,41,M,low,1.0
91694,57,F,high,1.0
94139,19,F,low,0.0
98972,58,M,high,1.0
5603,65,M,high,0.0
5679,54,F,high,1.0
9571,21,M,low,0.0
30720,70,M,low,0.0
34301,69,F,medium,0.0
41156,54,F,medium,0.0
70484,55,M,high,1.0
70911,58,F,medium,1.0
76039,45,M,low,1.0
76592,17,F,low,0.0
81413,32,F,low,0.0
95026,19,M,low,0.0
99089,40,F,medium,0.0
2848,27,F,medium,0.0
6282,55,M,high,1.0
9250,62,M,high,1.0
10332,38,F,low,1.0
13593,63,F,medium,0.0
20895,60,F,high,1.0
24536,65,F,high,0.0
26293,66,F,high,0.0
38449,58,F,medium,1.0
49007,45,M,low,1.0
49791,56,M,medium,1.0
52839,25,F,medium,0.0
54958,52,M,medium,1.0
55426,22,M,low,0.0
64144,35,F,low,0.0
75897,56,M,medium,1.0
77489,50,M,low,0.0
82611,61,M,high,1.0
83141,55,F,high,1.0
84814,45,F,low,1.0
87313,29,F,low,0.0
3249,44,M,medium,0.0
10898,41,M,medium,1.0
11080,45,M,low,1.0
21216,51,M,medium,1.0
23254,62,M,medium,1.0
26509,41,M,low,0.0
31146,24,M,low,0.0
33446,31,F,low,0.0
36989,58,M,medium,1.0
37747,30,F,medium,1.0
50203,37,F,low,1.0
53309,29,F,low,0.0
67520,64,F,high,0.0
67631,65,M,high,0.0
74820,34,F,low,1.0
77399,46,M,low,1.0
78347,41,M,low,1.0
1768,26,F,low,0.0
5048,37,M,low,1.0
5831,21,M,low,0.0
7681,59,M,medium,1.0
9777,19,F,low,0.0
14488,15,M,,0.0
14549,12,F,,0.0
18669,68,F,low,0.0
19601,55,F,medium,1.0
20907,67,F,low,0.0
22049,70,M,medium,0.0
22486,57,M,high,1.0
23204,15,M,,0.0
23324,45,M,medium,1.0
23756,58,F,high,1.0
24078,28,F,low,1.0
24626,19,M,medium,0.0
26058,49,F,medium,1.0
27072,65,F,high,0.0
27456,12,M,,0.0
28706,59,M,medium,1.0
28730,66,F,medium,0.0
28827,56,F,medium,1.0
32891,66,F,high,0.0
32904,69,F,medium,0.0
35673,38,F,low,1.0
36574,50,F,medium,1.0
37985,23,F,low,0.0
40101,47,F,medium,1.0
42104,66,M,medium,0.0
42528,55,F,medium,1.0
43616,44,F,low,1.0
45655,36,M,low,1.0
48732,52,M,medium,1.0
50061,31,M,low,1.0
57808,35,M,low,1.0
57848,46,M,medium,1.0
59389,45,F,low,1.0
60303,51,M,high,1.0
61464,17,F,low,0.0
63068,63,F,high,0.0
65820,70,M,medium,0.0
67565,20,F,low,0.0
67824,44,F,medium,1.0
69973,21,F,medium,0.0
71028,49,M,medium,1.0
72424,27,M,low,0.0
78153,17,M,low,0.0
79605,70,M,high,0.0
79690,55,F,high,1.0
80807,30,F,low,0.0
87405,13,M,,0.0
90078,16,M,medium,0.0
95111,18,M,low,0.0
95405,28,F,low,0.0
96357,31,F,low,0.0
99629,50,M,low,1.0
13424,32,M,low,0.0
18609,59,M,high,1.0
20900,17,F,low,0.0
22492,17,M,low,0.0
24901,54,F,medium,1.0
29856,53,M,high,0.0
30898,24,M,low,0.0
33933,27,F,low,0.0
35191,57,M,high,1.0
38435,54,F,medium,1.0
40788,69,F,low,0.0
41329,69,M,high,0.0
41936,46,F,low,1.0
42195,21,M,low,0.0
46357,44,M,medium,1.0
51349,23,F,low,0.0
52306,28,M,low,0.0
55653,61,F,high,1.0
56928,41,M,low,1.0
59972,51,F,medium,1.0
65501,13,F,,0.0
66747,15,F,,0.0
69185,15,M,,0.0
72353,38,M,medium,1.0
81706,34,F,low,0.0
82783,68,M,low,0.0
95385,35,M,low,0.0
98054,57,F,high,1.0
1668,40,M,low,1.0
4557,35,F,low,1.0
4987,33,M,low,0.0
5169,22,M,medium,0.0
6566,18,F,low,0.0
7180,30,M,medium,0.0
7194,22,F,medium,0.0
9960,59,F,high,1.0
10554,45,F,medium,1.0
11337,33,M,low,0.0
19086,58,M,high,1.0
20271,70,F,medium,0.0
21409,52,F,medium,1.0
23787,65,F,high,0.0
23883,14,F,,0.0
26452,24,F,low,0.0
37132,39,M,low,1.0
39373,33,F,medium,0.0
40780,16,M,low,0.0
42856,57,M,high,1.0
43866,56,M,medium,1.0
46677,62,F,medium,1.0
47598,42,M,low,1.0
47644,30,M,low,0.0
49055,46,M,low,1.0
49245,69,M,medium,0.0
52346,41,M,low,0.0
57164,56,M,medium,1.0
57723,53,M,high,1.0
59823,36,F,medium,1.0
65747,33,M,low,0.0
72911,21,M,low,0.0
73516,52,M,medium,1.0
74959,18,F,medium,0.0
76941,13,M,,0.0
79746,25,F,low,0.0
90391,40,F,low,1.0
91187,46,F,medium,1.0
91770,37,M,medium,0.0
92258,63,F,high,0.0
94480,32,F,low,1.0
7250,32,M,low,0.0
10006,34,M,low,0.0
11260,63,M,high,0.0
12359,49,F,medium,1.0
26789,52,F,high,1.0
30239,55,F,medium,1.0
31858,12,M,,0.0
38353,18,F,low,0.0
38419,51,F,high,1.0
40297,45,F,low,1.0
42635,48,M,low,1.0
43651,24,F,low,0.0
45895,59,M,medium,1.0
56401,55,M,medium,1.0
68054,27,M,low,0.0
74216,25,M,low,0.0
91050,22,M,low,0.0
5718,63,M,high,0.0
11563,69,F,low,0.0
34064,35,F,low,1.0
35128,56,M,medium,1.0
36175,69,F,high,0.0
36208,18,F,medium,0.0
39047,57,F,medium,1.0
41581,37,M,low,0.0
46171,53,F,medium,1.0
46656,58,M,medium,1.0
47861,59,F,medium,1.0
50512,59,F,medium,1.0
52214,41,M,low,1.0
53187,65,M,high,0.0
66344,37,F,low,0.0
71133,17,F,medium,0.0
75963,62,M,high,1.0
82502,66,F,low,0.0
92500,37,F,low,1.0
95363,60,F,medium,1.0
97999,29,M,low,0.0
99439,67,F,high,0.0
951,41,M,low,0.0
7282,55,F,medium,1.0
14566,52,M,medium,1.0
16435,12,F,,0.0
19364,64,F,high,0.0
27090,38,F,low,1.0
27967,50,F,medium,1.0
28472,14,M,,0.0
31577,12,F,,0.0
33226,50,F,low,1.0
33764,28,F,low,0.0
34385,58,M,high,1.0
39207,27,M,low,1.0
41550,26,M,low,0.0
52618,60,M,medium,1.0
59310,28,F,low,0.0
59776,26,M,low,0.0
61131,65,F,high,0.0
63495,46,M,low,1.0
63962,40,M,low,0.0
67413,53,M,medium,1.0
69470,58,F,medium,1.0
74924,47,F,medium,1.0
77060,18,M,low,0.0
80894,47,M,low,1.0
82553,50,F,low,1.0
83134,57,F,medium,1.0
86583,45,F,medium,0.0
87795,15,F,,0.0
88689,14,F,,0.0
95865,57,M,medium,1.0
96179,13,F,,0.0
2634,50,F,medium,1.0
5592,55,F,medium,1.0
10722,58,M,high,1.0
38486,59,F,medium,1.0
44047,30,F,medium,0.0
45924,26,F,medium,1.0
57890,16,F,low,0.0
66017,49,M,low,0.0
82663,29,M,low,0.0
87737,68,M,low,0.0
95484,26,F,low,0.0
2718,24,F,low,0.0
8599,24,M,medium,0.0
11836,34,M,low,0.0
12380,45,F,low,1.0
38976,59,F,medium,1.0
50907,37,M,low,1.0
52623,57,F,medium,1.0
65779,67,M,high,0.0
69550,61,M,high,1.0
71092,42,F,low,1.0
75882,19,M,low,0.0
75937,56,F,medium,1.0
78306,45,M,low,1.0
87344,17,M,low,0.0
88015,50,F,low,1.0
89072,27,F,low,0.0
5841,26,M,low,0.0
14671,60,F,medium,1.0
21763,13,F,,0.0
24488,14,M,,0.0
43890,29,M,low,1.0
47221,68,F,high,0.0
51704,23,F,medium,0.0
72080,61,F,medium,1.0
77514,24,M,low,0.0
87489,60,M,medium,1.0
95449,25,F,low,0.0
2875,25,F,low,0.0
19068,60,F,medium,1.0
22502,67,F,low,0.0
29676,51,F,high,1.0
32139,46,M,low,1.0
34830,43,F,medium,1.0
41988,54,M,medium,1.0
44200,47,F,low,0.0
53298,24,F,medium,0.0
56795,26,M,low,0.0
63297,13,M,,0.0
66925,23,M,low,0.0
72928,20,F,low,0.0
82392,26,M,low,1.0
93697,70,F,high,0.0
96074,59,M,high,1.0
8653,30,F,medium,0.0
11485,70,F,medium,0.0
14087,63,F,high,0.0
16098,66,F,low,0.0
25108,46,M,low,1.0
26871,55,F,medium,1.0
38184,19,F,low,0.0
51682,41,F,low,1.0
54799,37,F,low,0.0
59334,18,M,low,0.0
68436,36,F,medium,1.0
68912,64,F,high,0.0
69896,50,M,medium,1.0
89030,68,M,high,0.0
93280,23,M,low,0.0
7147,62,F,high,1.0
24055,55,F,high,1.0
28547,63,M,high,0.0
30778,34,F,low,1.0
44741,31,M,low,1.0
53221,24,M,medium,0.0
59788,34,M,low,0.0
61559,38,F,low,0.0
78250,28,M,low,0.0
86726,56,F,high,1.0
91781,52,M,high,1.0
24468,69,M,low,0.0
33464,64,F,high,0.0
43179,34,M,medium,0.0
45427,58,M,high,1.0
52283,15,F,,0.0
54326,68,M,low,0.0
60743,66,F,low,0.0
61115,33,M,low,1.0
65488,31,F,low,0.0
78213,46,F,low,0.0
84986,38,M,low,1.0
87111,12,F,,0.0
9340,21,M,low,0.0
20393,54,M,medium,1.0
21357,34,M,low,1.0
22234,51,F,medium,1.0
36066,49,F,medium,0.0
61968,51,F,medium,1.0
98333,35,F,medium,0.0
3088,50,F,low,1.0
15741,14,F,,0.0
15771,36,F,low,0.0
43693,39,M,low,1.0
50737,28,M,medium,0.0
63371,61,M,high,1.0
65606,12,F,,0.0
67199,24,F,low,0.0
70602,38,M,low,0.0
75789,30,M,low,1.0
78588,16,M,low,0.0
341,58,F,medium,1.0
10935,59,M,high,1.0
11636,28,M,low,0.0
13436,62,M,high,1.0
16588,64,F,medium,0.0
23441,61,F,medium,1.0
25471,34,M,low,1.0
27027,25,F,medium,0.0
32938,67,M,low,0.0
35795,58,F,medium,1.0
40148,34,F,low,0.0
48602,44,F,low,1.0
53588,51,F,medium,1.0
54032,27,F,low,0.0
54649,44,M,low,1.0
56259,50,F,low,1.0
65927,55,F,medium,1.0
73448,53,F,high,1.0
75993,60,M,medium,1.0
76107,19,M,low,0.0
79255,19,M,medium,0.0
79478,15,F,,0.0
82027,60,F,medium,1.0
83298,12,F,,0.0
83797,61,M,high,1.0
83885,37,F,low,1.0
84104,13,M,,0.0
84626,36,M,low,1.0
88838,23,M,low,0.0
89155,51,M,medium,1.0
89281,33,F,low,1.0
89333,53,F,medium,1.0
96036,25,F,low,0.0
96560,42,F,low,1.0
98279,19,F,low,0.0
11578,20,M,low,0.0
24963,16,F,low,0.0
25981,57,F,medium,1.0
26886,66,F,low,0.0
29849,17,M,low,0.0
30874,46,M,low,1.0
32860,43,F,low,1.0
36744,30,F,low,0.0
41090,25,M,low,0.0
46416,62,M,high,1.0
49208,21,M,low,0.0
50785,27,M,low,0.0
51249,65,M,high,0.0
52588,15,M,,0.0
57662,64,F,high,0.0
75872,32,M,low,1.0
78708,40,M,low,1.0
84470,45,M,low,1.0
85778,29,M,low,0.0
88582,54,F,high,1.0
835,46,F,low,1.0
7059,40,M,low,1.0
8934,14,F,,0.0
13314,66,F,medium,0.0
25792,33,M,low,0.0
27678,15,M,,0.0
35228,13,F,,0.0
36202,38,F,low,0.0
38579,22,F,low,0.0
51412,49,F,low,1.0
64818,44,F,low,1.0
78753,22,F,low,0.0
85262,44,F,low,1.0
85664,49,F,medium,1.0
87930,21,F,low,0.0
92190,18,F,low,0.0
94391,60,M,high,1.0
94826,41,F,medium,1.0
95949,29,M,low,0.0
44608,37,M,low,1.0
44898,17,F,medium,0.0
57326,30,F,low,0.0
57968,25,F,low,0.0
72851,15,F,,0.0
83798,52,F,medium,1.0
86100,53,M,medium,1.0
98205,29,M,low,0.0
1591,56,M,high,1.0
1635,60,F,medium,1.0
4755,43,F,low,1.0
5026,19,F,low,0.0
6257,14,F,,0.0
15559,38,F,low,1.0
17760,47,M,low,1.0
18646,70,M,low,0.0
24155,64,F,high,0.0
30021,53,F,medium,1.0
38937,64,F,high,0.0
39288,55,M,medium,1.0
47063,44,M,low,1.0
47199,31,M,low,0.0
56284,61,M,high,1.0
69956,14,F,,0.0
73499,40,M,low,0.0
74270,34,F,medium,0.0
79189,59,F,medium,1.0
82346,12,F,,0.0
92473,65,F,high,0.0
96724,40,F,low,0.0
1640,46,M,low,1.0
11155,70,F,high,0.0
26401,48,M,low,1.0
26852,61,M,high,1.0
28302,12,F,,0.0
37922,17,F,low,0.0
54895,31,M,low,1.0
68921,35,F,medium,0.0
72816,49,F,low,1.0
80075,19,F,low,1.0
81139,56,F,medium,1.0
85532,67,M,high,0.0
92811,44,M,low,1.0
95622,66,F,high,0.0
99512,26,F,low,0.0
21905,17,F,low,0.0
43276,26,M,low,0.0
59314,24,M,low,0.0
67091,18,M,low,0.0
69733,45,F,low,1.0
76065,46,F,low,0.0
800,17,F,low,0.0
2025,57,F,medium,1.0
17087,48,F,low,1.0
20487,59,M,high,1.0
22770,49,M,low,1.0
36520,35,F,medium,0.0
38737,45,M,low,1.0
41070,39,F,low,1.0
68487,29,M,low,0.0
87886,26,M,low,0.0
88489,48,F,low,1.0
90603,28,F,low,0.0
93302,69,F,medium,0.0
93867,58,M,medium,1.0
99047,61,F,high,1.0
1697,63,F,high,0.0
2383,67,M,medium,0.0
4374,12,M,,0.0
5101,13,F,,0.0
11076,35,M,low,0.0
24656,50,F,low,1.0
24997,29,F,low,1.0
37921,30,F,low,0.0
46091,49,M,low,1.0
52657,41,F,low,1.0
57835,12,M,,0.0
61395,21,M,low,0.0
75806,12,M,,0.0
78396,47,M,medium,1.0
85481,50,M,medium,1.0
90523,37,M,medium,0.0
93824,13,F,,0.0
94322,42,F,low,1.0
1225,12,F,,0.0
18257,49,M,low,1.0
19724,18,M,low,0.0
24083,12,F,,0.0
27016,48,M,medium,1.0
28149,70,F,high,0.0
28196,46,M,medium,1.0
31518,34,F,medium,1.0
32488,63,M,medium,0.0
36306,58,F,medium,1.0
44343,35,F,low,1.0
49960,52,M,high,0.0
64215,30,F,medium,1.0
66839,47,M,low,1.0
67943,56,F,medium,1.0
69982,23,F,low,0.0
74965,43,F,low,1.0
75302,66,M,low,0.0
79791,46,F,medium,1.0
81440,30,F,low,1.0
96320,35,M,low,1.0
2116,29,M,low,0.0
2312,37,M,medium,0.0
4887,25,M,medium,0.0
5405,56,F,high,1.0
8457,66,M,low,0.0
14353,22,M,low,0.0
15812,18,M,low,0.0
20473,14,M,,0.0
26825,38,M,low,1.0
27520,52,F,high,1.0
34397,31,F,low,1.0
44271,69,M,low,0.0
49078,59,M,medium,1.0
52848,19,M,low,0.0
53012,47,F,low,1.0
54343,57,M,high,1.0
56223,38,M,low,1.0
56879,42,M,medium,1.0
79687,26,M,low,0.0
81779,42,M,medium,1.0
82804,47,F,medium,1.0
86752,24,M,low,0.0
88109,59,F,medium,1.0
99983,40,M,low,1.0
4268,42,F,medium,1.0
6008,54,M,high,1.0
9544,27,M,low,0.0
34179,60,F,medium,1.0
36879,56,M,medium,1.0
39078,53,M,medium,1.0
43935,50,F,low,1.0
62026,20,M,medium,0.0
63954,36,M,low,0.0
64654,34,M,medium,0.0
71067,39,F,low,1.0
77482,64,M,high,0.0
81910,56,M,high,1.0
93378,45,F,low,1.0
36760,42,F,low,1.0
66432,61,F,medium,1.0
38821,18,M,medium,0.0
91023,32,M,low,0.0
59628,54,F,high,1.0
21410,15,F,,0.0
29277,33,F,low,0.0
63989,66,F,medium,0.0
22212,27,M,low,0.0
53279,47,M,low,1.0
66488,45,M,medium,1.0
988,62,M,high,1.0
3640,12,F,,0.0
54723,60,M,medium,1.0
82249,23,M,low,0.0
16801,59,M,medium,1.0
42071,49,F,low,1.0
53506,64,M,medium,0.0
63185,20,F,low,0.0
78528,25,M,low,0.0
87973,25,F,medium,0.0
29280,36,F,low,1.0
62907,36,F,low,1.0
99158,53,F,medium,1.0
18277,68,F,high,0.0
42498,51,F,medium,1.0
48151,57,M,medium,1.0
48410,59,F,medium,1.0
77543,44,F,low,1.0
45822,33,F,low,1.0
96655,62,M,high,1.0
2558,12,F,,0.0
8630,60,M,high,1.0
59891,35,F,low,0.0
35089,18,F,low,0.0
82585,57,F,high,1.0
90312,57,F,high,1.0
90927,43,F,medium,1.0
92315,31,F,low,0.0
15091,15,M,,0.0
34650,68,M,high,0.0
49372,57,F,medium,1.0
51751,32,M,low,0.0
85038,33,F,low,0.0
90426,46,F,low,1.0
20451,59,M,high,1.0
39074,30,F,low,0.0
94974,61,F,medium,1.0
16796,51,M,medium,1.0
22299,57,F,high,1.0
88221,13,M,,0.0
46195,55,F,medium,1.0
65594,31,M,low,0.0
66987,22,M,low,0.0
68232,25,M,low,0.0
71343,62,M,high,1.0
82466,32,M,medium,0.0
11985,31,M,low,0.0
50721,56,F,medium,1.0
33042,22,F,low,0.0
33254,16,M,low,0.0
27502,33,F,low,0.0
29190,22,M,medium,0.0
57109,50,M,low,1.0
43037,31,F,low,0.0
48942,33,M,low,0.0
72365,63,M,high,0.0
83201,36,M,low,1.0
85349,15,F,,0.0
94033,35,M,low,0.0
64352,62,M,medium,1.0
73413,18,M,low,0.0
94870,63,F,high,0.0
54125,22,M,low,0.0
83256,47,M,low,1.0
2407,25,F,low,0.0
3166,27,M,medium,0.0
33277,65,F,medium,0.0
46755,14,M,,0.0
91631,36,M,medium,0.0
47576,33,M,low,0.0
14147,70,F,medium,0.0
57564,33,F,medium,0.0
97722,51,F,medium,1.0
21520,70,F,low,0.0
23853,15,M,,0.0
80544,18,F,low,0.0
1763,42,M,low,1.0
4969,17,F,low,0.0
36897,35,M,low,0.0
39613,15,M,,0.0
55823,36,M,medium,1.0
81452,14,M,,0.0
20921,21,F,medium,0.0
45693,49,M,low,1.0
76937,23,M,low,0.0
98376,21,F,low,0.0
55376,60,F,high,1.0
47873,34,F,medium,1.0
59811,46,F,low,1.0
60939,60,F,high,1.0
5076,54,F,high,1.0
10597,54,M,medium,1.0
42955,16,M,medium,0.0
54286,60,M,medium,1.0
64413,15,M,,0.0
89861,50,M,medium,1.0
9996,20,M,low,0.0
21262,19,M,low,0.0
24033,45,M,low,1.0
63428,42,M,low,1.0
14728,62,M,medium,1.0
19297,16,M,low,0.0
34206,12,F,,0.0
53271,30,F,medium,0.0
37338,59,M,high,1.0
57476,70,F,medium,0.0
79099,17,M,medium,0.0
97661,14,M,,0.0
6854,18,F,low,0.0
22970,21,F,low,0.0
28089,38,F,low,1.0
53258,21,F,low,0.0
68117,19,M,low,0.0
99335,36,F,medium,1.0
27747,50,M,medium,1.0
62978,33,F,low,0.0
72041,25,F,low,0.0
75765,60,F,medium,1.0
4426,20,F,low,0.0
38337,58,M,medium,1.0
75210,13,M,,0.0
98484,41,M,low,1.0
30828,29,M,low,0.0
61127,69,F,high,0.0
68389,70,M,low,0.0
44418,50,M,low,1.0
77755,35,F,medium,0.0
94157,45,M,low,1.0
18284,42,M,medium,1.0
59103,53,F,medium,1.0
2004,36,M,low,0.0
15668,64,F,high,0.0
17593,33,F,low,0.0
24739,63,F,high,0.0
86262,41,F,low,1.0
98619,24,M,low,0.0
61493,60,F,medium,1.0
65098,30,F,low,0.0
3229,24,M,low,0.0
6272,23,M,low,0.0
18568,68,F,high,0.0
36467,63,M,high,0.0
49357,47,M,low,1.0
67658,15,M,,0.0
90300,19,F,low,0.0
58499,70,M,low,0.0
80636,31,F,low,0.0
31185,39,F,low,1.0
52886,24,F,low,0.0
69760,31,M,low,1.0
84552,65,M,medium,0.0
99572,69,F,medium,0.0
17227,58,F,high,1.0
29328,61,F,medium,1.0
35110,31,M,low,1.0
87006,21,F,low,0.0
17229,66,M,high,0.0
35271,15,M,,0.0
54673,40,F,low,1.0
64472,59,F,medium,1.0
97599,63,M,high,0.0
3634,56,F,medium,1.0
12639,47,M,low,1.0
23344,13,M,,0.0
54942,13,M,,0.0
1346,32,M,low,0.0
33946,25,F,low,0.0
65838,62,M,high,1.0
4045,58,F,high,1.0
59997,31,M,low,0.0
44907,66,F,medium,0.0
9306,23,M,low,0.0
68716,15,F,,0.0
82644,27,M,low,1.0
48272,28,F,medium,0.0
74644,44,M,low,1.0
79960,39,M,low,0.0
33615,12,M,,0.0
32932,28,M,low,0.0
48334,22,M,low,0.0
66054,70,M,medium,0.0
