id,age,gender,country,latitude,longitude,traffic_source,days_since_lo,cancellations,returns,no_orders,no_items,items_per_order,total_spend,avg_order_value,income_category,children_at_home
58147,45,M,South Korea,35.84250439,128.6329588,Search,82.0,0.0,0.0,2,2,1.0,76.0,38.0,low,1.0
59966,58,M,South Korea,35.84250439,128.6329588,Organic,83.0,0.0,0.0,1,2,2.0,209.98999786376953,209.98999786376953,medium,1.0
32299,22,F,South Korea,35.82589093,128.6355841,Search,566.0,0.0,0.0,1,2,2.0,104.2599983215332,104.2599983215332,low,1.0
95045,48,F,South Korea,35.83024515,128.6377154,Email,79.0,0.0,0.0,2,4,2.0,377.98999977111816,188.99499988555908,low,1.0
46750,12,F,South Korea,35.88030312,128.6431592,Search,674.0,0.0,0.0,1,2,2.0,127.93000411987305,127.93000411987305,none,0.0
11807,33,M,South Korea,35.87078247,128.6493385,Display,119.0,0.0,0.0,1,1,1.0,49.9900016784668,49.9900016784668,low,0.0
24894,23,F,South Korea,35.87078247,128.6493385,Search,241.0,0.0,1.0,1,2,2.0,129.9499969482422,129.9499969482422,medium,0.0
97784,39,M,South Korea,35.86261563,128.6496275,Search,64.0,0.0,0.0,1,1,1.0,35.79999923706055,35.79999923706055,low,1.0
59814,42,M,South Korea,35.81020531,128.6563479,Facebook,349.0,1.0,0.0,1,2,2.0,143.98999786376953,143.98999786376953,low,1.0
45050,23,F,South Korea,35.85240804,128.686825,Facebook,725.0,0.0,0.0,1,1,1.0,37.9900016784668,37.9900016784668,low,0.0
37143,57,M,South Korea,36.38192663,127.3037344,Search,139.0,0.0,0.0,1,1,1.0,89.98999786376953,89.98999786376953,medium,1.0
57921,68,F,South Korea,36.38192663,127.3037344,Search,247.0,0.0,0.0,1,2,2.0,211.0,211.0,low,0.0
9496,37,M,South Korea,36.3682131,127.3188823,Search,473.0,0.0,0.0,1,1,1.0,59.950000762939446,59.950000762939446,low,0.0
35145,12,M,South Korea,36.29182177,127.3322853,Search,221.0,0.0,1.0,3,6,2.0,473.9400005340576,157.9800001780192,none,0.0
59588,56,F,South Korea,36.29182177,127.3322853,Search,45.0,0.0,0.0,1,2,2.0,57.89999961853027,57.89999961853027,high,1.0
19594,21,M,South Korea,36.29422707,127.3330591,Search,545.0,0.0,0.0,1,1,1.0,35.040000915527344,35.040000915527344,low,0.0
36303,38,M,South Korea,36.35382026,127.3460362,Search,31.0,0.0,0.0,1,1,1.0,54.0,54.0,low,1.0
53736,36,M,South Korea,36.35382026,127.3460362,Organic,151.0,0.0,0.0,2,3,1.5,186.5099983215332,93.2549991607666,low,0.0
57764,69,F,South Korea,36.32353798,127.3484137,Search,676.0,0.0,0.0,1,1,1.0,47.9900016784668,47.9900016784668,low,0.0
17322,59,M,South Korea,36.30351902,127.351113,Search,253.0,0.0,0.0,1,1,1.0,35.9900016784668,35.9900016784668,high,1.0
27586,20,F,South Korea,36.30351902,127.351113,Search,360.0,0.0,0.0,1,1,1.0,158.0,158.0,low,0.0
93628,30,F,South Korea,36.35027173,127.3617785,Search,17.0,0.0,1.0,1,4,4.0,219.44999980926514,219.44999980926514,low,0.0
65707,14,F,South Korea,36.30429083,127.3649092,Search,36.0,0.0,0.0,1,2,2.0,462.98999786376953,462.98999786376953,none,0.0
89820,63,F,South Korea,36.30429083,127.3649092,Search,155.0,0.0,0.0,2,2,1.0,56.80000019073486,28.40000009536743,high,0.0
36965,33,M,South Korea,36.31902691,127.3690248,Search,79.0,0.0,0.0,1,1,1.0,114.75,114.75,medium,0.0
16612,67,F,South Korea,36.34748854,127.3692639,Organic,395.0,0.0,0.0,1,4,4.0,73.46000099182129,73.46000099182129,low,0.0
20187,59,M,South Korea,36.34748854,127.3692639,Search,375.0,0.0,0.0,1,1,1.0,20.18000030517578,20.18000030517578,medium,1.0
60356,14,F,South Korea,36.31889174,127.3728722,Facebook,113.0,0.0,0.0,1,1,1.0,20.0,20.0,none,0.0
14975,68,F,South Korea,36.32758436,127.3759432,Search,297.0,0.0,0.0,2,7,3.5,218.82999801635742,109.41499900817871,medium,0.0
53639,56,M,South Korea,36.32758436,127.3759432,Search,447.0,1.0,0.0,2,2,1.0,135.98999786376953,67.99499893188477,high,1.0
224,50,F,South Korea,36.33861424,127.3799092,Search,275.0,0.0,0.0,1,1,1.0,143.49000549316406,143.49000549316406,low,1.0
43506,33,F,South Korea,36.33861424,127.3799092,Search,545.0,0.0,0.0,1,1,1.0,178.0,178.0,low,0.0
3018,40,M,South Korea,36.35762122,127.3858672,Search,180.0,0.0,0.0,2,2,1.0,92.0,46.0,low,0.0
19351,68,F,South Korea,36.35593935,127.3889624,Search,248.0,0.0,0.0,1,2,2.0,44.0,44.0,low,0.0
27824,26,M,South Korea,36.35593935,127.3889624,Search,2.0,2.0,0.0,1,2,2.0,36.97999954223633,36.97999954223633,low,0.0
60230,36,M,South Korea,36.3062514,127.3904443,Display,489.0,0.0,0.0,1,2,2.0,35.739999771118164,35.739999771118164,medium,1.0
4915,39,F,South Korea,36.32368676,127.3910888,Facebook,632.0,0.0,0.0,1,1,1.0,70.0,70.0,low,1.0
44382,15,F,South Korea,36.32368676,127.3910888,Display,7.0,0.0,0.0,1,1,1.0,11.779999732971191,11.779999732971191,none,0.0
73491,63,M,South Korea,36.32368676,127.3910888,Email,169.0,0.0,0.0,3,5,1.6666666666666667,230.07000350952146,76.69000116984049,high,0.0
69832,50,F,South Korea,36.34499331,127.3914995,Search,158.0,0.0,0.0,3,3,1.0,94.94000244140625,31.64666748046875,low,1.0
20676,18,F,South Korea,36.31701568,127.3964164,Email,246.0,0.0,0.0,1,1,1.0,18.6200008392334,18.6200008392334,low,0.0
41280,69,F,South Korea,36.31701568,127.3964164,Search,159.0,0.0,0.0,2,2,1.0,33.040000915527344,16.520000457763672,high,0.0
50992,29,F,South Korea,36.31701568,127.3964164,Facebook,127.0,0.0,0.0,1,1,1.0,45.0,45.0,low,0.0
15754,19,F,South Korea,36.29480157,127.3975816,Search,94.0,0.0,0.0,1,2,2.0,94.98999977111816,94.98999977111816,low,0.0
10808,12,M,South Korea,36.30931016,127.4093717,Search,178.0,0.0,0.0,2,2,1.0,71.9900016784668,35.9950008392334,none,0.0
96685,39,F,South Korea,36.30931016,127.4093717,Organic,474.0,0.0,0.0,1,1,1.0,9.869999885559082,9.869999885559082,low,0.0
49432,32,M,South Korea,36.32267291,127.4249185,Search,32.0,1.0,0.0,1,1,1.0,10.890000343322754,10.890000343322754,medium,0.0
69987,17,M,South Korea,36.33264129,127.4611225,Organic,30.0,0.0,0.0,1,1,1.0,16.079999923706055,16.079999923706055,low,0.0
2079,46,F,United States,38.58108234,-75.27746057,Email,263.0,0.0,0.0,1,1,1.0,69.9800033569336,69.9800033569336,medium,1.0
5584,66,M,United States,39.17878147,-75.47083133,Organic,730.0,0.0,0.0,1,1,1.0,22.0,22.0,medium,0.0
15746,31,M,United States,39.17878147,-75.47083133,Search,137.0,0.0,1.0,2,2,1.0,182.79999923706055,91.39999961853027,low,0.0
85206,31,F,United States,39.81870824,-75.50635877,Search,206.0,0.0,0.0,1,1,1.0,26.88999938964844,26.88999938964844,low,1.0
57944,60,F,United States,39.75558477,-75.5285164,Search,622.0,0.0,0.0,1,1,1.0,47.9900016784668,47.9900016784668,medium,1.0
96489,47,M,United States,39.75558477,-75.5285164,Search,339.0,1.0,0.0,1,4,4.0,114.83000087738037,114.83000087738037,low,1.0
58929,15,F,United States,39.79919259,-75.54487279,Organic,463.0,0.0,0.0,1,1,1.0,85.0,85.0,none,0.0
35399,44,F,United States,39.74447405,-75.59252413,Search,719.0,0.0,0.0,1,1,1.0,7.670000076293945,7.670000076293945,low,1.0
92111,22,M,United States,39.74447405,-75.59252413,Search,550.0,0.0,0.0,1,1,1.0,79.94999694824217,79.94999694824217,low,0.0
6843,52,M,United States,39.17253179,-75.59501764,Search,256.0,1.0,0.0,1,1,1.0,25.940000534057617,25.940000534057617,medium,1.0
59181,48,M,United States,39.17253179,-75.59501764,Search,58.0,0.0,0.0,1,1,1.0,69.5,69.5,medium,1.0
99671,12,F,United States,39.17253179,-75.59501764,Organic,725.0,0.0,0.0,1,1,1.0,78.0,78.0,none,0.0
4372,36,M,United States,39.64323671,-75.59597574,Search,324.0,0.0,0.0,1,3,3.0,134.69000053405762,134.69000053405762,medium,0.0
18542,43,F,United States,39.64323671,-75.59597574,Search,493.0,0.0,0.0,1,1,1.0,105.55999755859376,105.55999755859376,low,1.0
97725,60,M,United States,38.63132448,-75.63028451,Search,140.0,0.0,0.0,1,1,1.0,11.050000190734863,11.050000190734863,high,1.0
10908,65,M,United States,39.73679177,-75.66522612,Search,200.0,0.0,0.0,1,3,3.0,135.97999954223633,135.97999954223633,high,0.0
20762,68,F,United States,39.73679177,-75.66522612,Organic,382.0,0.0,0.0,1,1,1.0,24.0,24.0,low,0.0
26883,24,M,United States,39.73679177,-75.66522612,Search,16.0,0.0,1.0,1,1,1.0,51.0,51.0,low,0.0
62020,68,M,United States,39.73679177,-75.66522612,Search,219.0,0.0,0.0,1,4,4.0,366.32999420166016,366.32999420166016,high,0.0
36083,21,M,United States,39.4956496,-75.66806779,Search,134.0,0.0,0.0,2,2,1.0,150.9499969482422,75.4749984741211,low,0.0
82987,61,M,United States,39.58520711,-75.69936318,Organic,21.0,1.0,0.0,1,2,2.0,143.20999908447266,143.20999908447266,high,1.0
9880,68,F,United States,39.6214266,-75.72982033,Email,76.0,0.0,0.0,1,1,1.0,13.989999771118164,13.989999771118164,high,0.0
63988,25,M,United States,39.6214266,-75.72982033,Display,270.0,0.0,0.0,2,5,2.5,525.6200094223022,262.8100047111511,low,0.0
54801,17,M,United States,39.71377604,-75.74004681,Facebook,133.0,1.0,0.0,1,1,1.0,36.9900016784668,36.9900016784668,low,0.0
92832,65,F,United States,39.71377604,-75.74004681,Search,186.0,1.0,0.0,1,1,1.0,179.0,179.0,high,0.0
99884,69,M,United States,39.71377604,-75.74004681,Search,439.0,0.0,0.0,1,1,1.0,49.9900016784668,49.9900016784668,high,0.0
80512,43,F,United States,38.89195193,-76.94256764,Search,182.0,1.0,0.0,1,2,2.0,43.989999771118164,43.989999771118164,low,1.0
65144,23,M,United States,38.90588499,-76.9838722,Search,199.0,0.0,0.0,1,2,2.0,46.489999771118164,46.489999771118164,low,0.0
5716,42,M,United States,38.88100555,-76.99018331,Search,69.0,0.0,0.0,2,3,1.5,171.0,85.5,low,1.0
33994,37,F,United States,38.88100555,-76.99018331,Search,501.0,0.0,0.0,1,2,2.0,36.39999961853027,36.39999961853027,low,0.0
81427,47,M,United States,38.88100555,-76.99018331,Search,115.0,1.0,0.0,1,1,1.0,49.9900016784668,49.9900016784668,low,1.0
40293,31,M,United States,38.83138991,-77.01537603,Search,235.0,0.0,0.0,1,1,1.0,25.0,25.0,low,1.0
54076,23,M,United States,38.83138991,-77.01537603,Search,424.0,0.0,0.0,1,1,1.0,24.0,24.0,low,0.0
99818,50,F,United States,38.83138991,-77.01537603,Display,668.0,0.0,0.0,1,1,1.0,79.0,79.0,low,1.0
3483,53,F,United States,38.91009173,-77.01805963,Facebook,283.0,0.0,0.0,1,1,1.0,106.8000030517578,106.8000030517578,high,1.0
26041,32,F,United States,38.95231896,-77.02272224,Search,225.0,0.0,0.0,1,1,1.0,42.0,42.0,low,1.0
69951,67,F,United States,38.95231896,-77.02272224,Email,453.0,0.0,0.0,1,1,1.0,13.989999771118164,13.989999771118164,high,0.0
71368,33,F,United States,38.95231896,-77.02272224,Search,524.0,0.0,0.0,1,1,1.0,119.9800033569336,119.9800033569336,medium,0.0
89323,20,M,United States,38.95231896,-77.02272224,Search,63.0,0.0,0.0,1,1,1.0,23.0,23.0,low,0.0
42184,31,F,United States,38.93284488,-77.02959055,Search,479.0,0.0,0.0,1,1,1.0,14.0,14.0,low,0.0
84395,43,M,United States,38.93731377,-77.09009545,Search,6.0,0.0,0.0,1,1,1.0,130.64999389648438,130.64999389648438,medium,1.0
11269,35,F,Brazil,-15.84073219,-47.90195767,Search,48.0,0.0,0.0,1,2,2.0,166.60000610351562,166.60000610351562,medium,1.0
32167,20,F,Brazil,-15.84073219,-47.90195767,Email,362.0,0.0,0.0,1,2,2.0,57.0,57.0,low,0.0
3530,12,M,Brazil,-15.7863292,-47.90539642,Organic,59.0,0.0,0.0,2,2,1.0,192.4499969482422,96.2249984741211,none,0.0
9464,35,F,Brazil,-15.7863292,-47.90539642,Search,601.0,0.0,0.0,1,1,1.0,15.989999771118164,15.989999771118164,low,1.0
27544,48,M,Brazil,-15.7863292,-47.90539642,Search,684.0,0.0,0.0,1,2,2.0,68.9900016784668,68.9900016784668,low,1.0
50784,37,F,Brazil,-15.7863292,-47.90539642,Search,217.0,0.0,0.0,3,4,1.3333333333333333,137.97000122070312,45.99000040690104,low,1.0
60697,19,F,Brazil,-15.7863292,-47.90539642,Organic,270.0,0.0,0.0,1,1,1.0,20.0,20.0,low,0.0
64677,65,M,Brazil,-15.7863292,-47.90539642,Organic,251.0,0.0,0.0,1,2,2.0,195.0,195.0,high,0.0
64708,42,F,Brazil,-15.7863292,-47.90539642,Organic,343.0,0.0,0.0,1,1,1.0,139.99000549316406,139.99000549316406,low,1.0
71742,39,F,Brazil,-15.7863292,-47.90539642,Facebook,633.0,0.0,0.0,1,2,2.0,63.220001220703125,63.220001220703125,low,0.0
83323,61,F,Brazil,-15.7863292,-47.90539642,Search,36.0,0.0,0.0,1,1,1.0,88.0,88.0,high,1.0
87661,66,M,Brazil,-15.7863292,-47.90539642,Search,4.0,0.0,0.0,1,1,1.0,32.439998626708984,32.439998626708984,high,0.0
88442,22,F,Brazil,-15.7863292,-47.90539642,Search,88.0,0.0,0.0,2,4,2.0,519.9200115203857,259.96000576019287,medium,0.0
95018,44,F,Brazil,-15.7863292,-47.90539642,Search,363.0,0.0,0.0,1,2,2.0,63.44000053405761,63.44000053405761,low,1.0
98237,35,F,Brazil,-15.7863292,-47.90539642,Facebook,382.0,0.0,1.0,2,3,1.5,153.98999977111816,76.99499988555908,low,0.0
3068,24,M,Brazil,-15.82675402,-47.9225723,Search,281.0,1.0,0.0,1,1,1.0,40.0,40.0,low,0.0
4060,50,M,Brazil,-15.82675402,-47.9225723,Search,390.0,0.0,0.0,1,1,1.0,69.0,69.0,low,1.0
5556,42,M,Brazil,-15.82675402,-47.9225723,Search,4.0,0.0,0.0,1,1,1.0,29.93000030517578,29.93000030517578,low,1.0
5838,18,M,Brazil,-15.82675402,-47.9225723,Search,400.0,0.0,0.0,1,1,1.0,25.0,25.0,low,0.0
5896,13,M,Brazil,-15.82675402,-47.9225723,Search,565.0,0.0,0.0,1,1,1.0,179.0,179.0,none,0.0
6228,50,F,Brazil,-15.82675402,-47.9225723,Search,109.0,0.0,0.0,1,2,2.0,127.9900016784668,127.9900016784668,medium,1.0
6230,22,M,Brazil,-15.82675402,-47.9225723,Search,36.0,0.0,0.0,2,2,1.0,257.95000076293945,128.97500038146973,low,0.0
8474,36,F,Brazil,-15.82675402,-47.9225723,Email,225.0,0.0,1.0,1,2,2.0,49.15999984741211,49.15999984741211,low,1.0
8780,48,F,Brazil,-15.82675402,-47.9225723,Search,712.0,0.0,0.0,1,2,2.0,33.739999771118164,33.739999771118164,low,1.0
9607,27,M,Brazil,-15.82675402,-47.9225723,Search,83.0,0.0,0.0,1,4,4.0,1160.9899997711182,1160.9899997711182,low,0.0
9738,40,F,Brazil,-15.82675402,-47.9225723,Search,462.0,0.0,0.0,1,1,1.0,76.30000305175781,76.30000305175781,low,1.0
9962,19,F,Brazil,-15.82675402,-47.9225723,Facebook,551.0,0.0,0.0,1,1,1.0,18.840000152587887,18.840000152587887,low,0.0
10268,43,M,Brazil,-15.82675402,-47.9225723,Email,230.0,1.0,0.0,1,2,2.0,107.5,107.5,low,1.0
10847,53,F,Brazil,-15.82675402,-47.9225723,Search,126.0,0.0,0.0,1,1,1.0,9.0,9.0,high,1.0
11528,38,F,Brazil,-15.82675402,-47.9225723,Email,473.0,0.0,0.0,1,1,1.0,34.95000076293945,34.95000076293945,low,1.0
12114,29,F,Brazil,-15.82675402,-47.9225723,Search,450.0,0.0,0.0,1,1,1.0,39.9900016784668,39.9900016784668,low,0.0
13830,49,M,Brazil,-15.82675402,-47.9225723,Search,226.0,0.0,0.0,1,4,4.0,616.4700088500977,616.4700088500977,low,1.0
15414,30,M,Brazil,-15.82675402,-47.9225723,Organic,66.0,0.0,0.0,1,1,1.0,28.540000915527344,28.540000915527344,low,0.0
15623,61,M,Brazil,-15.82675402,-47.9225723,Search,14.0,0.0,0.0,1,1,1.0,37.720001220703125,37.720001220703125,high,1.0
19109,48,M,Brazil,-15.82675402,-47.9225723,Search,285.0,1.0,0.0,1,2,2.0,165.98999786376953,165.98999786376953,low,1.0
21645,21,F,Brazil,-15.82675402,-47.9225723,Search,615.0,0.0,0.0,1,1,1.0,25.0,25.0,low,0.0
23036,36,F,Brazil,-15.82675402,-47.9225723,Search,74.0,0.0,0.0,2,3,1.5,158.92999839782715,79.46499919891357,low,1.0
23338,38,M,Brazil,-15.82675402,-47.9225723,Organic,161.0,0.0,0.0,1,1,1.0,49.97999954223633,49.97999954223633,low,1.0
23927,53,M,Brazil,-15.82675402,-47.9225723,Search,412.0,0.0,0.0,1,1,1.0,96.0,96.0,high,1.0
24209,44,F,Brazil,-15.82675402,-47.9225723,Search,78.0,0.0,0.0,1,4,4.0,417.7899990081787,417.7899990081787,low,1.0
24616,41,M,Brazil,-15.82675402,-47.9225723,Search,321.0,1.0,0.0,1,1,1.0,24.059999465942383,24.059999465942383,low,1.0
24692,53,F,Brazil,-15.82675402,-47.9225723,Display,383.0,0.0,0.0,1,2,2.0,129.98999977111816,129.98999977111816,medium,1.0
24831,61,F,Brazil,-15.82675402,-47.9225723,Organic,6.0,0.0,1.0,1,1,1.0,12.0,12.0,high,1.0
24864,59,F,Brazil,-15.82675402,-47.9225723,Search,595.0,0.0,0.0,1,1,1.0,26.0,26.0,high,1.0
25071,13,M,Brazil,-15.82675402,-47.9225723,Search,521.0,0.0,1.0,1,1,1.0,220.0,220.0,none,0.0
27070,23,M,Brazil,-15.82675402,-47.9225723,Search,196.0,0.0,0.0,2,3,1.5,233.7900047302246,116.8950023651123,medium,0.0
27452,27,F,Brazil,-15.82675402,-47.9225723,Search,115.0,0.0,0.0,1,1,1.0,41.9900016784668,41.9900016784668,low,0.0
27898,50,M,Brazil,-15.82675402,-47.9225723,Search,4.0,1.0,0.0,2,2,1.0,68.95000076293945,34.47500038146973,medium,0.0
28699,27,F,Brazil,-15.82675402,-47.9225723,Search,217.0,0.0,0.0,2,3,1.5,107.75,53.875,low,0.0
28896,45,F,Brazil,-15.82675402,-47.9225723,Search,441.0,0.0,0.0,1,1,1.0,19.989999771118164,19.989999771118164,medium,1.0
29371,37,M,Brazil,-15.82675402,-47.9225723,Facebook,586.0,0.0,0.0,1,1,1.0,70.0,70.0,low,1.0
30590,50,M,Brazil,-15.82675402,-47.9225723,Search,303.0,1.0,0.0,1,1,1.0,32.95000076293945,32.95000076293945,low,1.0
30653,64,M,Brazil,-15.82675402,-47.9225723,Search,227.0,0.0,0.0,1,2,2.0,43.94000053405762,43.94000053405762,high,0.0
30714,54,M,Brazil,-15.82675402,-47.9225723,Search,33.0,0.0,0.0,1,1,1.0,22.46999931335449,22.46999931335449,high,1.0
30782,13,M,Brazil,-15.82675402,-47.9225723,Search,20.0,0.0,0.0,1,1,1.0,12.800000190734863,12.800000190734863,none,0.0
30985,12,M,Brazil,-15.82675402,-47.9225723,Search,395.0,1.0,0.0,2,2,1.0,41.0,20.5,none,0.0
32863,27,F,Brazil,-15.82675402,-47.9225723,Organic,109.0,0.0,0.0,1,1,1.0,30.989999771118164,30.989999771118164,low,0.0
33531,65,F,Brazil,-15.82675402,-47.9225723,Search,440.0,0.0,0.0,2,3,1.5,167.99999618530273,83.99999809265137,high,0.0
33594,69,F,Brazil,-15.82675402,-47.9225723,Search,353.0,0.0,0.0,1,2,2.0,45.94000053405762,45.94000053405762,low,0.0
34358,12,F,Brazil,-15.82675402,-47.9225723,Search,48.0,0.0,0.0,1,1,1.0,63.650001525878906,63.650001525878906,none,0.0
34719,28,F,Brazil,-15.82675402,-47.9225723,Search,414.0,0.0,0.0,1,1,1.0,42.0,42.0,low,0.0
35010,22,M,Brazil,-15.82675402,-47.9225723,Search,13.0,0.0,0.0,1,1,1.0,73.7300033569336,73.7300033569336,medium,0.0
35341,66,F,Brazil,-15.82675402,-47.9225723,Search,270.0,0.0,1.0,1,1,1.0,26.5,26.5,low,0.0
35962,66,F,Brazil,-15.82675402,-47.9225723,Search,444.0,0.0,0.0,1,2,2.0,167.98999786376953,167.98999786376953,low,0.0
36728,23,F,Brazil,-15.82675402,-47.9225723,Search,489.0,0.0,0.0,1,1,1.0,9.0,9.0,low,0.0
37090,31,F,Brazil,-15.82675402,-47.9225723,Search,125.0,0.0,0.0,1,1,1.0,16.979999542236328,16.979999542236328,low,0.0
38646,16,F,Brazil,-15.82675402,-47.9225723,Display,15.0,0.0,0.0,1,1,1.0,140.0,140.0,low,0.0
39018,60,F,Brazil,-15.82675402,-47.9225723,Facebook,122.0,0.0,0.0,1,1,1.0,25.0,25.0,high,1.0
39142,64,M,Brazil,-15.82675402,-47.9225723,Search,174.0,0.0,1.0,2,2,1.0,198.98999977111816,99.49499988555908,medium,0.0
40187,63,F,Brazil,-15.82675402,-47.9225723,Search,282.0,0.0,0.0,1,2,2.0,31.3700008392334,31.3700008392334,high,0.0
40544,21,M,Brazil,-15.82675402,-47.9225723,Search,183.0,0.0,0.0,2,2,1.0,281.45000076293945,140.72500038146973,low,0.0
41227,61,F,Brazil,-15.82675402,-47.9225723,Search,389.0,0.0,0.0,1,1,1.0,87.94999694824217,87.94999694824217,high,1.0
41229,43,F,Brazil,-15.82675402,-47.9225723,Search,432.0,0.0,0.0,1,1,1.0,110.0,110.0,medium,1.0
41531,24,F,Brazil,-15.82675402,-47.9225723,Search,247.0,0.0,0.0,1,2,2.0,61.989999771118164,61.989999771118164,low,1.0
41636,54,M,Brazil,-15.82675402,-47.9225723,Search,61.0,0.0,0.0,1,1,1.0,274.989990234375,274.989990234375,medium,1.0
42295,38,M,Brazil,-15.82675402,-47.9225723,Search,46.0,0.0,0.0,1,2,2.0,138.5199966430664,138.5199966430664,medium,1.0
43760,69,F,Brazil,-15.82675402,-47.9225723,Search,208.0,1.0,1.0,1,1,1.0,79.98999786376953,79.98999786376953,medium,0.0
43965,55,M,Brazil,-15.82675402,-47.9225723,Email,43.0,0.0,0.0,2,2,1.0,113.1500015258789,56.57500076293945,high,1.0
44474,49,M,Brazil,-15.82675402,-47.9225723,Search,1.0,0.0,0.0,1,1,1.0,29.5,29.5,low,1.0
44525,58,F,Brazil,-15.82675402,-47.9225723,Search,253.0,0.0,0.0,1,3,3.0,169.58999824523926,169.58999824523926,medium,1.0
45561,22,M,Brazil,-15.82675402,-47.9225723,Search,375.0,0.0,0.0,2,3,1.5,69.98999977111816,34.99499988555908,low,0.0
45898,18,F,Brazil,-15.82675402,-47.9225723,Search,286.0,0.0,0.0,1,1,1.0,38.560001373291016,38.560001373291016,low,0.0
46365,59,M,Brazil,-15.82675402,-47.9225723,Search,238.0,0.0,0.0,1,1,1.0,18.75,18.75,medium,1.0
46852,31,F,Brazil,-15.82675402,-47.9225723,Search,299.0,1.0,0.0,1,4,4.0,72.96999931335449,72.96999931335449,medium,1.0
48721,54,F,Brazil,-15.82675402,-47.9225723,Search,395.0,0.0,0.0,1,1,1.0,26.989999771118164,26.989999771118164,high,1.0
50149,32,F,Brazil,-15.82675402,-47.9225723,Search,678.0,1.0,0.0,1,1,1.0,86.0,86.0,low,1.0
51110,51,M,Brazil,-15.82675402,-47.9225723,Search,617.0,1.0,0.0,1,2,2.0,135.98999977111816,135.98999977111816,medium,1.0
51152,38,M,Brazil,-15.82675402,-47.9225723,Organic,369.0,0.0,0.0,1,1,1.0,59.0,59.0,low,0.0
51456,56,M,Brazil,-15.82675402,-47.9225723,Search,178.0,0.0,0.0,1,1,1.0,36.0,36.0,high,1.0
52024,37,F,Brazil,-15.82675402,-47.9225723,Search,646.0,1.0,0.0,1,1,1.0,28.0,28.0,low,1.0
52789,20,F,Brazil,-15.82675402,-47.9225723,Search,182.0,0.0,0.0,1,1,1.0,25.5,25.5,low,0.0
53545,31,M,Brazil,-15.82675402,-47.9225723,Display,100.0,0.0,0.0,1,1,1.0,42.0099983215332,42.0099983215332,low,0.0
54308,15,F,Brazil,-15.82675402,-47.9225723,Search,637.0,0.0,0.0,1,2,2.0,45.799999237060554,45.799999237060554,none,0.0
54337,39,M,Brazil,-15.82675402,-47.9225723,Search,554.0,0.0,0.0,1,1,1.0,141.75,141.75,low,1.0
54640,34,M,Brazil,-15.82675402,-47.9225723,Search,301.0,0.0,0.0,1,1,1.0,33.95000076293945,33.95000076293945,low,0.0
55081,48,M,Brazil,-15.82675402,-47.9225723,Search,210.0,0.0,0.0,3,3,1.0,136.92999839782715,45.64333279927572,low,1.0
55353,22,F,Brazil,-15.82675402,-47.9225723,Email,141.0,0.0,0.0,2,3,1.5,153.9799976348877,76.98999881744385,low,0.0
55789,17,F,Brazil,-15.82675402,-47.9225723,Search,47.0,1.0,0.0,2,3,1.5,113.98999786376953,56.994998931884766,medium,0.0
56600,35,F,Brazil,-15.82675402,-47.9225723,Search,286.0,0.0,0.0,1,1,1.0,100.0,100.0,medium,0.0
56660,26,M,Brazil,-15.82675402,-47.9225723,Search,83.0,0.0,0.0,2,3,1.5,112.41999816894531,56.209999084472656,medium,0.0
60889,55,M,Brazil,-15.82675402,-47.9225723,Search,562.0,0.0,0.0,1,1,1.0,7.989999771118163,7.989999771118163,high,1.0
62071,34,F,Brazil,-15.82675402,-47.9225723,Facebook,251.0,0.0,0.0,1,1,1.0,48.0,48.0,low,1.0
62845,21,M,Brazil,-15.82675402,-47.9225723,Email,38.0,0.0,0.0,3,6,2.0,186.6400032043457,62.21333440144857,medium,0.0
63480,64,F,Brazil,-15.82675402,-47.9225723,Organic,42.0,0.0,0.0,1,1,1.0,24.979999542236328,24.979999542236328,high,0.0
64910,15,M,Brazil,-15.82675402,-47.9225723,Organic,166.0,0.0,0.0,1,1,1.0,29.989999771118164,29.989999771118164,none,0.0
64913,38,F,Brazil,-15.82675402,-47.9225723,Search,229.0,0.0,0.0,1,1,1.0,12.989999771118164,12.989999771118164,low,0.0
66601,64,F,Brazil,-15.82675402,-47.9225723,Search,32.0,0.0,0.0,1,1,1.0,12.5,12.5,medium,0.0
68692,32,M,Brazil,-15.82675402,-47.9225723,Search,293.0,1.0,0.0,1,1,1.0,33.380001068115234,33.380001068115234,low,0.0
69280,19,M,Brazil,-15.82675402,-47.9225723,Organic,48.0,0.0,0.0,1,2,2.0,210.1699981689453,210.1699981689453,low,0.0
69890,59,M,Brazil,-15.82675402,-47.9225723,Search,158.0,1.0,1.0,1,3,3.0,106.93000411987305,106.93000411987305,high,1.0
69911,19,M,Brazil,-15.82675402,-47.9225723,Search,215.0,1.0,0.0,1,3,3.0,268.48999786376953,268.48999786376953,medium,0.0
70488,37,F,Brazil,-15.82675402,-47.9225723,Search,309.0,1.0,0.0,1,1,1.0,45.0,45.0,low,1.0
71283,32,M,Brazil,-15.82675402,-47.9225723,Search,477.0,0.0,0.0,2,4,2.0,109.2400016784668,54.6200008392334,low,1.0
73074,47,M,Brazil,-15.82675402,-47.9225723,Organic,530.0,1.0,0.0,1,1,1.0,25.0,25.0,low,1.0
73203,65,M,Brazil,-15.82675402,-47.9225723,Search,409.0,0.0,0.0,1,2,2.0,133.0,133.0,high,0.0
